Order_ID,Customer_Name,City,Restaurant_Name,Cuisine,Order_Amount,Delivery_Time_Min,Rating,Payment_Method,Delivery_Status,Discount_Percent,Order_Date,Customer_Age,Distance_km
ZM100871,Indranil Balasubramanian,Bangalore,Bal-Ratta Restaurant,Cafe,1889.22,65.0,5.0,Card,Cancelled,0.0,2026-02-22,34.0,3.9
ZM100872,Vanya Lata,Kolkata,"Chahal, Cheema And Wagle Restaurant",South Indian,2489.56,28.0,2.0,Cash,Delivered,20.0,2026-01-31,29.0,17.6
ZM100873,Neysa Subramaniam,Kolkata,"Bhat, Sen And Lalla Restaurant",Italian,1957.45,79.0,4.0,Cash,Pending,15.0,2026-04-10,20.0,23.8
ZM100874,Aarush Sen,Bangalore,Kapoor-Sankaran Restaurant,Cafe,2268.67,63.0,3.0,Card,Pending,5.0,2025-11-21,32.0,5.7
ZM100875,Unknown,Kolkata,"Tata, Bhandari And Loyal Restaurant",Chinese,1563.9,35.0,3.0,Card,Delivered,5.0,2025-06-12,38.5,13.4
ZM100876,Farhan Kant,Hyderabad,"Verma, Rege And Cherian Restaurant",Cafe,1316.1093020833334,44.0,1.0,Wallet,Delivered,0.0,2026-05-06,21.0,19.4
ZM100877,Ishita Kota,Delhi,Hegde Group Restaurant,Chinese,1316.1093020833334,75.0,3.0,Card,Pending,0.0,2026-03-14,42.0,19.0
ZM100878,Jayesh Dewan,Na,Deo Plc Restaurant,Biryani,2261.66,61.0,4.0,Cash,Cancelled,0.0,2025-05-30,29.0,10.3
ZM100879,Manjari Sahota,Delhi,Bhardwaj Group Restaurant,Desserts,488.36,84.0,4.0,Wallet,Delivered,0.0,2026-01-03,40.0,10.7
ZM100880,Dhanush Tiwari,Pune,Sandal-Magar Restaurant,Biryani,916.13,82.0,4.0,Cash,Delivered,0.0,2025-10-13,30.0,23.8
ZM100881,Dishani Mandal,Kolkata,Khare Ltd Restaurant,Desserts,871.21,75.0,2.0,Wallet,Cancelled,0.0,2025-06-11,44.0,6.2
ZM100882,Chirag Thakkar,Delhi,"Dash, Deshpande And Dutta Restaurant",Desserts,1191.0,64.0,3.0,Card,Pending,0.0,2025-08-05,54.0,16.4
ZM100883,Samiha Bains,Pune,Mann Inc Restaurant,Cafe,2189.87,77.0,3.0,Upi,Pending,5.0,2025-07-24,22.0,1.2
ZM100884,Biju Soni,Hyderabad,"Kale, Ahuja And Manne Restaurant",South Indian,2401.2,23.0,3.0,Card,Pending,20.0,2026-04-17,48.0,5.2
ZM100885,Anaya Badal,Bangalore,Dhingra-Wable Restaurant,Italian,1400.92,35.0,3.0,Card,Pending,10.0,2025-12-10,25.0,4.5
ZM100886,Eva Krishna,Pune,Rege Ltd Restaurant,Biryani,550.58,52.38657551274083,3.0,Wallet,Pending,0.0,2025-09-29,29.0,1.5
ZM100887,Fateh Ahluwalia,Hyderabad,Ganesan Group Restaurant,Chinese,311.89,53.0,3.0,Cash,Delivered,0.0,2025-09-05,30.0,8.7
ZM100888,Piya Rama,Hyderabad,Kale-Mani Restaurant,Biryani,1316.1093020833334,68.0,3.0,Card,Cancelled,10.0,2025-05-15,50.0,13.5
ZM100889,Nirvi Lanka,Delhi,Dani-Sanghvi Restaurant,South Indian,768.32,58.0,1.0,Card,Pending,0.0,2026-05-02,47.0,9.0
ZM100890,Shalv Bhatt,Mumbai,Chowdhury Group Restaurant,North Indian,195.15,75.0,3.0,Wallet,Delivered,0.0,2026-04-28,38.5,10.0
ZM100891,Dhanuk Maharaj,Pune,"Saraf, Seshadri And Bassi Restaurant",Desserts,461.0,48.0,4.0,Wallet,Cancelled,15.0,2025-11-08,23.0,23.1
ZM100892,Ayesha Dhar,Delhi,"Thakur, Chada And Mandal Restaurant",Chinese,1316.1093020833334,28.0,4.0,Upi,Delivered,15.0,2026-04-01,22.0,20.2
ZM100893,Unknown,Delhi,Vyas Plc Restaurant,Cafe,1601.03,73.0,3.0,Upi,Pending,5.0,2026-03-31,21.0,5.8
ZM100894,Indranil De,Mumbai,Bansal-Ramanathan Restaurant,North Indian,1761.16,25.0,3.0,Card,Pending,0.0,2026-04-03,30.0,5.7
ZM100895,Sumer Mandal,Jaipur,Kapadia-Deol Restaurant,North Indian,1342.82,40.0,5.0,Cash,Pending,0.0,2025-09-03,30.0,17.9
ZM100896,Adira Ghosh,Chandigarh,Kara Group Restaurant,Italian,2114.69,67.0,5.0,Cash,Cancelled,15.0,2026-04-06,40.0,13.7
ZM100897,Shaan Magar,Jaipur,"Dara, Deep And Goel Restaurant",Italian,297.54,22.0,3.0,Upi,Pending,0.0,2025-06-13,46.0,52.38657551274083
ZM100898,Ira Sheth,Hyderabad,Arya-Saha Restaurant,Chinese,1858.8,60.0,3.0,Card,Cancelled,15.0,2025-06-03,49.0,25.0
ZM100899,Tiya Swamy,Hyderabad,Anand-Baria Restaurant,Desserts,1234.85,66.0,3.0,Wallet,Cancelled,10.0,2026-02-06,27.0,10.3
ZM100900,Lagan Dhingra,Pune,Sandhu Llc Restaurant,Italian,182.78,37.0,3.0,Cash,Delivered,5.0,2026-05-02,19.0,4.6
ZM100901,Bhavin Singhal,Bangalore,Balasubramanian And Sons Restaurant,Fast Food,2156.46,39.0,3.0,Wallet,Cancelled,20.0,2025-11-23,28.0,17.0
ZM100902,Aarush Keer,Hyderabad,Deol Plc Restaurant,Biryani,482.47,78.0,4.0,Wallet,Cancelled,5.0,2025-11-15,37.0,9.1
ZM100903,Aarav Arora,Mumbai,"Walia, Suresh And Srinivasan Restaurant",Italian,951.58,31.0,3.0,Wallet,Delivered,5.0,2025-12-06,46.0,6.9
ZM100904,Dhanuk Lad,Hyderabad,"Chaudhary, Rout And Sankaran Restaurant",Biryani,1454.24,57.0,4.0,Cash,Cancelled,0.0,2025-11-28,54.0,6.5
ZM100905,Vritika Krish,Chandigarh,Kapur Llc Restaurant,Biryani,2242.81,27.0,3.0,Cash,Pending,15.0,2025-07-15,23.0,12.1
ZM100906,Zara Ravel,Chandigarh,Kashyap-Dugar Restaurant,Fast Food,1004.89,75.0,4.0,Cash,Pending,5.0,2025-12-29,38.0,15.9
ZM100907,Vihaan Kara,Hyderabad,Ben-Venkataraman Restaurant,Biryani,1571.21,39.0,2.0,Card,Pending,5.0,2025-07-31,30.0,13.1
ZM100908,Ishaan Agarwal,Delhi,Devi-Dhaliwal Restaurant,Fast Food,488.54,52.38657551274083,3.0,Upi,Cancelled,20.0,2026-01-07,27.0,10.2
ZM100909,Sumer Varma,Mumbai,"Ramaswamy, Raju And Vig Restaurant",Fast Food,614.78,51.0,3.0,Cash,Cancelled,5.0,2026-02-23,25.0,8.8
ZM100910,Gokul Kanda,Pune,"Basak, Chander And Sant Restaurant",North Indian,1668.87,56.0,1.0,Card,Cancelled,0.0,2025-09-12,54.0,13.3
ZM100911,Aradhya Mammen,Bangalore,"Gade, Tailor And Kapur Restaurant",Italian,533.95,26.0,3.0,Card,Cancelled,5.0,2026-03-08,44.0,2.7
ZM100912,Shanaya Sibal,Na,Batta-Talwar Restaurant,Desserts,1438.03,41.0,3.0,Cash,Delivered,15.0,2025-10-21,32.0,16.5
ZM100913,Nehmat Baral,Chandigarh,"Banik, Bose And Dara Restaurant",Biryani,664.65,34.0,3.0,Card,Cancelled,20.0,2025-08-02,58.0,1.5
ZM100914,Jivika Ram,Pune,Comar-Saha Restaurant,Chinese,1535.72,89.0,3.0,Upi,Cancelled,0.0,2025-12-17,23.0,9.8
ZM100915,Ira Virk,Delhi,Varma Plc Restaurant,Fast Food,1029.61,40.0,5.0,Card,Delivered,15.0,2026-02-19,34.0,16.6
ZM100916,Amani Mane,Na,Joshi-Dugar Restaurant,Desserts,414.83,28.0,4.0,Cash,Pending,0.0,2025-09-25,37.0,17.2
ZM100917,Ayesha Dada,Delhi,Sachdev Plc Restaurant,South Indian,2228.29,80.0,1.0,Card,Delivered,10.0,2025-07-15,29.0,6.0
ZM100918,Oorja Grover,Pune,Divan-Karan Restaurant,Italian,1278.41,46.0,2.0,Upi,Delivered,5.0,2025-10-28,57.0,1.3
ZM100919,Amira Batta,Pune,Salvi Group Restaurant,Italian,1014.92,69.0,3.0,Upi,Cancelled,20.0,2025-12-25,59.0,19.5
ZM100920,Nitara Bhalla,Chandigarh,"Sibal, Tandon And Mann Restaurant",Chinese,1899.01,18.0,3.0,Cash,Delivered,5.0,2026-03-14,23.0,11.9
ZM100921,Rhea Batta,Delhi,"Grewal, Shankar And Bhandari Restaurant",Biryani,1775.73,65.0,3.0,Upi,Delivered,20.0,2025-07-22,45.0,10.9
ZM100922,Ehsaan Agarwal,Mumbai,"Bora, Andra And Raja Restaurant",Fast Food,1839.35,49.0,1.0,Card,Delivered,10.0,2026-05-08,38.5,1.0
ZM100923,Nirvaan Baria,Pune,"Bhardwaj, Ram And Bala Restaurant",Biryani,1831.59,51.0,3.0,Upi,Pending,15.0,2025-06-16,47.0,14.1
ZM100924,Gokul Rajagopalan,Delhi,"Sarma, Mallick And Ray Restaurant",Italian,1652.39,89.0,3.0,Card,Cancelled,15.0,2025-11-04,36.0,17.1
ZM100925,Ritvik Bandi,Pune,Kamdar Ltd Restaurant,Chinese,2229.22,60.0,3.0,Wallet,Pending,0.0,2025-09-03,28.0,9.2
ZM100926,Bhamini Sangha,Na,Ramaswamy Group Restaurant,Italian,1498.18,41.0,3.0,Upi,Cancelled,5.0,2025-06-28,50.0,13.5
ZM100928,Abram Bahl,Pune,Rajagopal-Jani Restaurant,Chinese,1663.17,39.0,1.0,Upi,Cancelled,10.0,2025-10-25,22.0,8.4
ZM100929,Jhanvi Chaudry,Na,Loke Group Restaurant,Chinese,598.87,52.38657551274083,5.0,Upi,Delivered,10.0,2025-10-19,38.5,7.1
ZM100930,Manikya Sane,Pune,Wadhwa-Sahota Restaurant,North Indian,855.51,41.0,5.0,Wallet,Pending,0.0,2026-03-15,48.0,15.2
ZM100931,Sana Baria,Hyderabad,Ghosh-Jain Restaurant,Cafe,1316.1093020833334,64.0,2.0,Wallet,Pending,0.0,2025-06-01,57.0,23.8
ZM100932,Unknown,Delhi,Lalla Llc Restaurant,Biryani,354.05,26.0,2.0,Cash,Pending,0.0,2025-05-29,58.0,11.9
ZM100933,Indrans Ratta,Delhi,"Warrior, Bhat And Sarna Restaurant",Cafe,1976.33,42.0,3.0,Upi,Delivered,0.0,2025-11-23,26.0,17.2
ZM100934,Anya Ravel,Delhi,"Gill, Varughese And Arora Restaurant",Italian,1788.26,83.0,1.0,Card,Pending,5.0,2026-04-30,38.5,5.2
ZM100935,Sahil Tara,Jaipur,Kadakia-Iyengar Restaurant,Cafe,1764.0,24.0,4.0,Wallet,Cancelled,10.0,2025-09-25,18.0,18.9
ZM100936,Zara Badami,Delhi,Kapoor-Rama Restaurant,Fast Food,949.17,78.0,4.0,Wallet,Pending,5.0,2025-06-14,24.0,4.2
ZM100937,Aarush Kant,Hyderabad,"Guha, Barad And Shukla Restaurant",Desserts,1316.1093020833334,62.0,2.0,Wallet,Cancelled,5.0,2025-07-09,35.0,17.8
ZM100938,Zeeshan Rajagopal,Na,Bava Ltd Restaurant,Cafe,1341.72,32.0,2.0,Upi,Delivered,5.0,2026-04-10,54.0,5.7
ZM100939,Ojas Balasubramanian,Jaipur,Ahuja Ltd Restaurant,Biryani,2006.5,67.0,2.0,Upi,Delivered,10.0,2025-06-11,27.0,18.9
ZM100940,Dharmajan Deo,Delhi,Chana Group Restaurant,Chinese,774.84,53.0,3.0,Card,Delivered,20.0,2025-10-26,31.0,12.4
ZM100941,Kanav Biswas,Delhi,Chandra-Kashyap Restaurant,Chinese,448.35,23.0,3.0,Upi,Pending,10.0,2025-09-11,33.0,10.9
ZM100942,Hiran Chakraborty,Jaipur,"Sidhu, Mahajan And Apte Restaurant",Desserts,1164.9,65.0,1.0,Cash,Pending,0.0,2025-06-28,41.0,15.6
ZM100943,Ayesha Korpal,Mumbai,Kara Group Restaurant,Desserts,1925.26,81.0,5.0,Wallet,Delivered,20.0,2026-01-19,56.0,2.6
ZM100944,Stuvan Johal,Na,"Dash, Sachdev And Sathe Restaurant",North Indian,1074.18,58.0,5.0,Card,Cancelled,20.0,2026-04-01,50.0,19.2
ZM100945,Ishita Hayer,Na,"Bedi, Cherian And Sagar Restaurant",Italian,363.82,58.0,2.0,Card,Pending,15.0,2025-05-27,35.0,15.3
ZM100946,Tejas Randhawa,Chandigarh,Balan Llc Restaurant,South Indian,869.92,81.0,3.0,Card,Cancelled,0.0,2026-01-18,45.0,5.5
ZM100947,Ivan Rau,Jaipur,Dutta And Sons Restaurant,South Indian,999.49,56.0,4.0,Wallet,Pending,0.0,2025-07-05,29.0,18.3
ZM100948,Prerak Kakar,Na,"Gulati, Deol And Bala Restaurant",Cafe,1671.57,46.0,3.0,Wallet,Pending,15.0,2025-12-16,54.0,9.2
ZM100949,Keya Majumdar,Pune,Madan-Dayal Restaurant,Desserts,1316.1093020833334,47.0,3.0,Wallet,Pending,0.0,2026-01-04,35.0,11.1
ZM100950,Nayantara Aggarwal,Kolkata,Chaudhuri And Sons Restaurant,Chinese,1059.18,38.0,2.0,Card,Delivered,5.0,2025-12-29,22.0,14.2
ZM100951,Hansh Samra,Na,"Borah, Wali And Banik Restaurant",Desserts,2244.58,16.0,2.0,Card,Pending,0.0,2025-12-28,35.0,6.8
ZM100952,Saksham Kapadia,Jaipur,"Mahal, Chad And Varma Restaurant",Cafe,506.5,55.0,4.0,Cash,Cancelled,10.0,2026-01-22,52.0,23.9
ZM100953,Sahil Bains,Jaipur,"Raj, Khanna And Kala Restaurant",Biryani,728.55,45.0,3.0,Cash,Delivered,10.0,2026-03-29,35.0,6.7
ZM100954,Dharmajan Deep,Pune,Mani-Gour Restaurant,Biryani,385.86,71.0,3.0,Cash,Pending,20.0,2025-12-08,57.0,1.6
ZM100955,Rasha Sarna,Pune,Sanghvi Llc Restaurant,Cafe,1322.73,71.0,4.0,Card,Delivered,0.0,2025-12-26,22.0,17.8
ZM100956,Jivika Bath,Chandigarh,Bhatnagar-Baria Restaurant,Cafe,794.23,44.0,3.0,Wallet,Delivered,0.0,2025-11-02,54.0,17.7
ZM100957,Unknown,Mumbai,Shroff Llc Restaurant,Cafe,198.16,72.0,3.0,Upi,Cancelled,15.0,2025-09-25,40.0,9.8
ZM100958,Diya Bajwa,Mumbai,Hayre Llc Restaurant,South Indian,2451.03,44.0,2.0,Cash,Delivered,0.0,2026-01-01,38.5,7.0
ZM100959,Oorja Randhawa,Jaipur,Bhattacharyya Ltd Restaurant,Italian,804.51,44.0,3.0,Card,Delivered,0.0,2025-08-19,22.0,3.2
ZM100960,Nitya Sheth,Bangalore,Hayre Inc Restaurant,Fast Food,2363.74,45.0,1.0,Cash,Pending,0.0,2026-04-18,22.0,3.4
ZM100961,Emir Savant,Delhi,"Borah, Mall And Gill Restaurant",Cafe,508.89,46.0,1.0,Card,Delivered,15.0,2026-02-12,50.0,13.0
ZM100962,Anahi Sha,Kolkata,Desai Plc Restaurant,Italian,718.53,62.0,5.0,Wallet,Delivered,20.0,2026-04-15,29.0,18.1
ZM100963,Devansh Chaudhry,Mumbai,"Wadhwa, Garde And Rege Restaurant",Desserts,824.93,77.0,3.0,Wallet,Pending,20.0,2026-02-21,59.0,9.5
ZM100964,Siya Kala,Pune,Agate-Gola Restaurant,Fast Food,1108.04,78.0,3.0,Upi,Delivered,5.0,2025-07-08,56.0,21.2
ZM100965,Vihaan Salvi,Pune,Raju Llc Restaurant,Fast Food,889.18,17.0,4.0,Wallet,Pending,10.0,2026-03-16,46.0,20.0
ZM100966,Badal Wagle,Chandigarh,Vyas Plc Restaurant,Italian,1316.1093020833334,71.0,5.0,Wallet,Cancelled,20.0,2026-03-04,47.0,5.9
ZM100967,Divit Bhat,Bangalore,"Vaidya, Buch And Deshpande Restaurant",Chinese,274.83,64.0,3.0,Upi,Pending,15.0,2026-03-09,40.0,14.2
ZM100968,Riaan Jaggi,Kolkata,Chaudry Group Restaurant,Chinese,604.68,36.0,1.0,Upi,Delivered,0.0,2026-04-24,53.0,1.6
ZM100969,Anahita Khare,Kolkata,Kakar-Divan Restaurant,Desserts,1590.38,56.0,5.0,Card,Delivered,0.0,2026-01-23,55.0,11.5
ZM100970,Ishita Batra,Na,"Bahri, Kurian And Sangha Restaurant",Chinese,510.33,57.0,3.0,Card,Delivered,10.0,2025-09-07,30.0,10.2
ZM100971,Jayant Shukla,Delhi,Lanka And Sons Restaurant,Italian,1487.84,34.0,3.0,Card,Delivered,5.0,2025-10-25,22.0,1.9
ZM100972,Azad Zacharia,Bangalore,Kakar And Sons Restaurant,Biryani,1723.13,58.0,3.0,Wallet,Cancelled,0.0,2025-09-09,53.0,22.6
ZM100973,Romil Das,Bangalore,Kohli-Sarraf Restaurant,Fast Food,1979.0,17.0,3.0,Wallet,Cancelled,15.0,2025-11-26,50.0,24.3
ZM100974,Ayesha Venkatesh,Jaipur,"Vig, Sibal And Bassi Restaurant",Chinese,1454.28,43.0,4.0,Wallet,Delivered,5.0,2025-10-19,38.5,9.7
ZM100975,Jiya Raja,Mumbai,Ray And Sons Restaurant,South Indian,1280.76,23.0,3.0,Upi,Cancelled,20.0,2025-10-22,45.0,12.4
ZM100976,Priyansh Sastry,Jaipur,Gandhi Inc Restaurant,South Indian,2494.83,65.0,4.0,Wallet,Cancelled,10.0,2026-04-29,36.0,20.3
ZM100977,Chirag Bansal,Pune,Kari And Sons Restaurant,Chinese,343.43,34.0,3.0,Wallet,Delivered,0.0,2025-11-23,59.0,2.2
ZM100978,Kiaan Gill,Hyderabad,Sathe-Tailor Restaurant,Cafe,355.67,54.0,3.0,Upi,Delivered,0.0,2025-09-15,23.0,15.7
ZM100979,Misha Vig,Kolkata,"Mannan, Chaudry And Chaudhari Restaurant",Chinese,834.86,24.0,5.0,Cash,Delivered,20.0,2026-02-05,56.0,4.8
ZM100980,Hansh Bhatt,Chandigarh,Halder-Salvi Restaurant,Fast Food,1316.1093020833334,35.0,3.0,Wallet,Cancelled,0.0,2025-05-21,37.0,17.9
ZM100981,Himmat Sem,Jaipur,Kale Plc Restaurant,Cafe,1234.02,19.0,2.0,Upi,Pending,5.0,2025-10-21,27.0,11.8
ZM100982,Indrans Krishna,Hyderabad,Ahluwalia And Sons Restaurant,Cafe,1838.81,30.0,5.0,Cash,Cancelled,0.0,2026-02-27,20.0,10.4
ZM100983,Diya Sood,Jaipur,Babu Plc Restaurant,Desserts,1319.4,65.0,3.0,Wallet,Delivered,15.0,2025-11-19,45.0,24.0
ZM100984,Ishaan Sastry,Bangalore,"Sur, Bhasin And Thakur Restaurant",Fast Food,1294.2,33.0,1.0,Cash,Delivered,0.0,2025-07-28,56.0,7.7
ZM100985,Rasha Chahal,Delhi,"Varma, Dora And Solanki Restaurant",Cafe,2030.49,15.0,2.0,Wallet,Pending,10.0,2026-01-31,31.0,17.3
ZM100986,Shaan Solanki,Delhi,"Rao, Grover And Goyal Restaurant",South Indian,2382.07,73.0,5.0,Wallet,Delivered,15.0,2025-08-29,39.0,52.38657551274083
ZM100987,Hridaan Sant,Kolkata,Ben Plc Restaurant,Desserts,2298.15,44.0,3.0,Cash,Cancelled,15.0,2025-07-17,37.0,21.5
ZM100988,Arhaan Lata,Pune,"Lala, Dutta And Sane Restaurant",Fast Food,1316.1093020833334,43.0,3.0,Cash,Cancelled,5.0,2026-01-17,45.0,2.8
ZM100989,Dhruv Bahl,Pune,"Kanda, Kale And Singh Restaurant",North Indian,2388.6,54.0,1.0,Wallet,Pending,10.0,2025-12-25,52.0,7.9
ZM100990,Tara Issac,Pune,Hora-Sama Restaurant,Cafe,1691.84,52.38657551274083,3.0,Upi,Cancelled,0.0,2026-03-16,33.0,1.5
ZM100991,Jivika Kaul,Bangalore,Uppal Plc Restaurant,Fast Food,1126.6,41.0,3.0,Card,Delivered,15.0,2026-03-09,37.0,17.6
ZM100992,Anahi Dara,Mumbai,Kakar-Sheth Restaurant,North Indian,305.06,49.0,3.0,Upi,Cancelled,15.0,2025-06-21,25.0,21.0
ZM100993,Jayan Apte,Na,"Chandra, Dewan And Sarraf Restaurant",Fast Food,987.21,37.0,3.0,Cash,Pending,15.0,2025-08-14,19.0,15.9
ZM100994,Ira Rattan,Hyderabad,"Balay, Gandhi And Sahni Restaurant",Italian,1770.4,59.0,1.0,Card,Cancelled,20.0,2026-03-31,24.0,19.6
ZM100995,Indrajit Kibe,Na,Singhal-Char Restaurant,Biryani,1907.18,44.0,3.0,Wallet,Cancelled,15.0,2025-10-20,59.0,22.6
ZM100996,Unknown,Hyderabad,"Srivastava, Sastry And Sathe Restaurant",North Indian,2344.71,68.0,1.0,Card,Cancelled,5.0,2026-04-26,26.0,15.3
ZM100997,Armaan Mahajan,Kolkata,Kaul Plc Restaurant,Biryani,1446.27,30.0,1.0,Card,Delivered,15.0,2025-07-31,52.0,8.0
ZM100998,Pari Sarkar,Bangalore,Raja Group Restaurant,Fast Food,2498.31,67.0,2.0,Card,Delivered,20.0,2026-03-21,37.0,10.8
ZM100999,Kiaan Bhagat,Mumbai,Kata-Kashyap Restaurant,Italian,1566.83,61.0,2.0,Upi,Cancelled,15.0,2026-05-01,38.0,5.4
ZM101000,Ojas Vala,Delhi,"Lata, Gera And Bhardwaj Restaurant",Fast Food,1937.49,25.0,5.0,Card,Delivered,20.0,2026-01-26,20.0,22.1
ZM101001,Lakshit Buch,Delhi,Walla-Zacharia Restaurant,Italian,2380.11,28.0,3.0,Upi,Cancelled,15.0,2026-03-28,43.0,7.3
ZM101002,Eshani Lall,Chandigarh,"Ramaswamy, Chakraborty And Batra Restaurant",Chinese,585.05,28.0,1.0,Wallet,Delivered,0.0,2025-07-16,26.0,24.0
ZM101003,Advik Tata,Delhi,Srinivas-Mann Restaurant,Fast Food,1865.15,78.0,4.0,Upi,Cancelled,10.0,2025-05-30,57.0,5.6
ZM101004,Pihu Walla,Mumbai,Thaker-Shere Restaurant,Desserts,826.01,30.0,3.0,Card,Pending,0.0,2025-08-17,49.0,52.38657551274083
ZM101005,Purab Chatterjee,Jaipur,"Chana, Kade And Choudhry Restaurant",Italian,2063.95,46.0,3.0,Upi,Delivered,10.0,2026-03-17,20.0,17.4
ZM101006,Charvi Handa,Mumbai,Ganguly-Balan Restaurant,North Indian,1835.51,16.0,3.0,Upi,Cancelled,10.0,2026-03-07,46.0,18.4
ZM101007,Advik Sahota,Pune,Deol-Choudhury Restaurant,Desserts,1748.74,40.0,3.0,Cash,Cancelled,15.0,2026-03-12,30.0,21.6
ZM101008,Taimur Sandhu,Jaipur,Acharya-Bajaj Restaurant,Desserts,157.18,22.0,1.0,Wallet,Pending,15.0,2025-06-09,31.0,22.2
ZM101009,Umang Butala,Delhi,"Chakraborty, Doctor And Banik Restaurant",Biryani,1394.54,59.0,5.0,Cash,Cancelled,10.0,2026-03-03,38.5,21.1
ZM101010,Madhup Hans,Kolkata,"Dalal, Chauhan And Subramanian Restaurant",Italian,1316.1093020833334,77.0,3.0,Cash,Pending,0.0,2025-10-27,59.0,3.6
ZM101011,Eva Bhardwaj,Jaipur,Vohra Inc Restaurant,Fast Food,197.7,28.0,4.0,Card,Cancelled,10.0,2025-11-06,38.5,21.5
ZM101012,Hazel Kade,Bangalore,Deol Group Restaurant,Biryani,157.92,56.0,3.0,Card,Delivered,20.0,2025-07-24,30.0,18.6
ZM101013,Nirvaan Raman,Mumbai,Guha-Khosla Restaurant,South Indian,1724.12,87.0,3.0,Upi,Cancelled,20.0,2025-10-09,57.0,6.9
ZM101014,Kartik Swamy,Chandigarh,"Samra, Raval And Deshpande Restaurant",Cafe,1162.43,24.0,2.0,Cash,Delivered,20.0,2026-04-21,20.0,10.9
ZM101015,Ela Gade,Delhi,Sandal Ltd Restaurant,Biryani,668.72,62.0,2.0,Upi,Cancelled,5.0,2026-04-07,55.0,24.8
ZM101016,Hazel Dixit,Chandigarh,"Dani, Saha And Anand Restaurant",Chinese,706.27,47.0,4.0,Upi,Cancelled,0.0,2025-06-19,35.0,16.8
ZM101017,Neelofar Brar,Kolkata,Handa Llc Restaurant,South Indian,2235.55,79.0,4.0,Card,Delivered,20.0,2025-05-23,38.5,9.6
ZM101018,Hazel Kakar,Mumbai,Som-Acharya Restaurant,North Indian,602.48,44.0,1.0,Cash,Delivered,10.0,2025-09-25,30.0,12.1
ZM101019,Miraan Basu,Delhi,"Doshi, Bahri And Singhal Restaurant",Chinese,1851.55,53.0,3.0,Cash,Pending,5.0,2025-06-10,28.0,1.2
ZM101020,Stuvan Dugar,Pune,"Khatri, Thakkar And Karan Restaurant",Chinese,520.21,68.0,2.0,Wallet,Delivered,0.0,2025-11-04,28.0,13.5
ZM101021,Aarna Badami,Mumbai,Sachar-Bhat Restaurant,Cafe,519.88,83.0,4.0,Wallet,Cancelled,10.0,2025-08-03,57.0,11.7
ZM101022,Devansh Jain,Delhi,Subramanian-Gulati Restaurant,South Indian,1032.49,26.0,2.0,Cash,Delivered,10.0,2025-12-04,38.5,21.6
ZM101023,Samaira Desai,Mumbai,Borde-Thaman Restaurant,Italian,572.51,31.0,4.0,Upi,Pending,0.0,2025-08-01,52.0,6.8
ZM101024,Shlok Viswanathan,Mumbai,Badami-Sehgal Restaurant,Fast Food,1439.93,20.0,3.0,Wallet,Delivered,10.0,2025-08-05,32.0,3.1
ZM101025,Navya Chanda,Na,Mahajan And Sons Restaurant,Chinese,906.33,50.0,3.0,Upi,Delivered,5.0,2026-02-28,19.0,17.6
ZM101026,Ojas Balasubramanian,Na,Goyal-Bose Restaurant,Chinese,597.49,27.0,3.0,Card,Delivered,0.0,2026-04-29,56.0,4.6
ZM101027,Nayantara Agate,Delhi,Dora Llc Restaurant,Fast Food,762.89,33.0,3.0,Card,Cancelled,0.0,2025-11-15,22.0,20.8
ZM101028,Yuvraj  Chakrabarti,Hyderabad,Ranganathan-Lal Restaurant,Desserts,1341.79,20.0,1.0,Upi,Pending,15.0,2025-12-18,33.0,16.3
ZM101029,Charvi Dua,Delhi,"Ramaswamy, Sem And Dugal Restaurant",Italian,1473.05,34.0,5.0,Cash,Cancelled,15.0,2026-03-30,38.5,8.4
ZM101030,Drishya Rajagopalan,Delhi,Manda And Sons Restaurant,North Indian,274.64,67.0,3.0,Card,Delivered,0.0,2026-02-16,58.0,21.5
ZM101031,Samiha Tella,Jaipur,"Krishna, Hans And Bawa Restaurant",North Indian,2183.34,82.0,2.0,Upi,Cancelled,0.0,2025-08-18,34.0,16.5
ZM101032,Shaan Chad,Chandigarh,"Rege, Varughese And Raju Restaurant",South Indian,1945.05,23.0,3.0,Card,Delivered,10.0,2025-08-07,38.5,17.7
ZM101033,Arnav Virk,Delhi,Bal And Sons Restaurant,Fast Food,522.69,68.0,3.0,Card,Pending,0.0,2025-07-02,51.0,3.5
ZM101034,Onkar Buch,Pune,Sura-Lall Restaurant,Fast Food,1634.34,62.0,5.0,Upi,Delivered,20.0,2026-01-06,32.0,9.9
ZM101035,Neelofar Sura,Delhi,"Brar, Dani And Sagar Restaurant",Chinese,873.16,52.0,1.0,Cash,Pending,5.0,2025-08-09,41.0,17.7
ZM101036,Nehmat Kara,Hyderabad,Sarin Inc Restaurant,Italian,2104.62,58.0,1.0,Card,Pending,0.0,2025-08-22,21.0,8.0
ZM101037,Prisha Shankar,Hyderabad,Sharaf-Agrawal Restaurant,South Indian,755.64,30.0,3.0,Cash,Delivered,5.0,2026-01-30,23.0,15.4
ZM101038,Nakul Sant,Mumbai,Batta-Sabharwal Restaurant,North Indian,616.75,40.0,3.0,Cash,Delivered,20.0,2025-08-18,59.0,6.4
ZM101039,Shlok Dave,Mumbai,Subramaniam-Bath Restaurant,Biryani,919.49,74.0,3.0,Upi,Delivered,10.0,2025-10-18,31.0,24.9
